5009	5024	0.01
5010	5018	0.28
5011	5022	0.83
5012	5010	0.4
5013	5012	0.58
5014	5014	0.25
5015	4012	0.99
5016	5006	0.91
5017	5019	0.63
5018	5023	0.25
5019	5007	0.94
5020	5007	0.9
5021	5018	0.49
5022	5006	0.78
5023	5001	0.06
5024	5008	0.8
5025	5023	0.07
5026	5020	0.04
5027	5003	0.14
5028	5005	0.97
6001	6001	0.55
6002	6004	0.45
6003	6004	0.05
6004	6004	0.9
6005	6009	0.2
6006	6002	0.23
6007	4003	0.09
6008	6009	0.11
6009	6010	0.49
6010	6008	0.98
6011	6009	0.74
6012	6014	0.29
6013	6009	0.58
6014	6008	0.46
6015	6011	0.85
7001	7014	0.55
7002	7023	0.21
7003	7026	0.91
7004	7021	0.27
7005	7009	0.13
7006	4005	0.39
7007	5003	0.42
7008	7020	0.2
7009	7022	0.88
7010	7016	0.89
7011	7011	0.04
7012	7021	0.35
7013	7004	0.01
7014	7013	0.14
7015	7005	0.34
7016	7009	0.52
7017	7016	0.43
7018	7010	0.31
7019	7010	0.97
7020	7028	0.84
7021	7003	0.66
7022	7014	0.02
7023	7023	0.35
7024	7004	0.62
7025	7001	0.5
7026	7018	0.82
7027	7002	0.44
7028	7003	0.27
8001	8041	0.46
8002	8049	0.12
8003	8015	0.35
8004	8029	0.81
8005	8091	0.89
8006	8011	0.58
8007	8037	0.25
8008	8095	0.66
8009	8053	0.63
8010	8008	0.75
8011	8024	0.85
8012	8073	0.37
8013	8079	0.41
8014	8019	0.48
8015	8030	0.92
8016	8066	0.28
8017	8070	1
8018	8090	0.37
8019	8008	0.06
8020	8028	0.97
8021	8075	0.66
8022	8106	0.21
8023	8101	0.72
8024	8030	0.45
8025	8058	0.24
8026	8067	0.15
8027	8018	0.26
8028	8001	0.2
8029	8085	0.92
8030	8069	0.73
8031	8088	0.62
8032	8079	0.37
8033	8051	0.39
8034	8076	0.5
8035	8056	0.93
8036	8104	0.56
8037	8001	0.26
8038	8097	0.88
8039	8041	0.92
8040	8067	0.9
8041	8061	0.12
8042	8106	0.15
8043	8092	0.17
8044	8088	0.86
8045	8035	0.33
8046	8074	0.41
8047	8101	0.29
8048	8094	0.04
8049	8041	1
8050	8040	0.59
8051	8022	0.01
8052	8013	0.48
8053	7005	0.49
8054	8002	0.44
8055	8108	0.97
8056	8094	0.35
8057	4076	0.23
8058	8069	0.35
8059	8070	0.49
8060	8003	0.71
8061	8095	0.48
8062	8062	0.59
8063	8056	0.8
8064	8039	0.1
8065	8093	0.04
8066	8036	0.03
8067	8013	0.93
8068	8063	0.61
8069	8037	0.36
8070	8051	0.9
8071	8061	0.16
8072	8051	0.78
8073	8014	0.07
8074	8093	0.69
8075	8035	0.35
8076	8023	0.95
8077	8092	0.5
8078	4007	0.07
8079	8101	0.86
8080	8104	0.78
8081	8104	1
8082	8020	0.57
8083	8107	0.73
8084	8059	0.02
8085	8001	0.79
8086	8044	0.72
8087	8106	0.71
8088	8047	0.93
8089	8005	0.18
8090	8062	0.74
8091	8096	0.09
8092	8013	0.75
8093	8009	0.78
8094	6003	0.65
8095	8024	0.1
8096	8073	0.31
8097	8054	0.83
8098	3008	0.98
8099	8103	0.15
8100	8008	0.23
8101	8025	0.76
8102	8077	0.95
8103	8094	0.26
8104	8085	0.88
8105	8077	0.48
8106	8108	0.44
8107	8069	0.46
8108	8071	0.6
